Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","540","New Caledonia","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","106.27","E","Estimated value"
"QI","Production Indices","554","New Zealand","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","90.8","E","Estimated value"
"QI","Production Indices","558","Nicaragua","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","123.96","E","Estimated value"
"QI","Production Indices","562","Niger","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","104.14","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","92.52","E","Estimated value"
"QI","Production Indices","570","Niue","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","99.08","E","Estimated value"
"QI","Production Indices","807","North Macedonia","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","77.75","E","Estimated value"
"QI","Production Indices","578","Norway","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","97.8","E","Estimated value"
"QI","Production Indices","512","Oman","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","123.27","E","Estimated value"
"QI","Production Indices","586","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","97.07","E","Estimated value"
"QI","Production Indices","275","Palestine","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","94.35","E","Estimated value"
"QI","Production Indices","591","Panama","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","103.12","E","Estimated value"
"QI","Production Indices","598","Papua New Guinea","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","95.59","E","Estimated value"
"QI","Production Indices","600","Paraguay","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","100.13","E","Estimated value"
"QI","Production Indices","604","Peru","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","101.77","E","Estimated value"
"QI","Production Indices","608","Philippines","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","96.97","E","Estimated value"
"QI","Production Indices","616","Poland","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","89.98","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","107.69","E","Estimated value"
"QI","Production Indices","630","Puerto Rico","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","102.79","E","Estimated value"
"QI","Production Indices","634","Qatar","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","89.84","E","Estimated value"
"QI","Production Indices","410","Republic of Korea","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","96.65","E","Estimated value"
"QI","Production Indices","498","Republic of Moldova","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","119.23","E","Estimated value"
"QI","Production Indices","642","Romania","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","106.13","E","Estimated value"
"QI","Production Indices","643","Russian Federation","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","92.76","E","Estimated value"
"QI","Production Indices","646","Rwanda","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","117.46","E","Estimated value"
"QI","Production Indices","659","Saint Kitts and Nevis","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","102.6","E","Estimated value"
"QI","Production Indices","662","Saint Lucia","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","103.27","E","Estimated value"
"QI","Production Indices","670","Saint Vincent and the Grenadines","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","100.26","E","Estimated value"
"QI","Production Indices","882","Samoa","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","98.77","E","Estimated value"
"QI","Production Indices","678","Sao Tome and Principe","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","144.25","E","Estimated value"
"QI","Production Indices","682","Saudi Arabia","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","122","E","Estimated value"
"QI","Production Indices","686","Senegal","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","107.35","E","Estimated value"
"QI","Production Indices","688","Serbia","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","105.27","E","Estimated value"
"QI","Production Indices","690","Seychelles","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","97.41","E","Estimated value"
"QI","Production Indices","694","Sierra Leone","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","97.28","E","Estimated value"
"QI","Production Indices","702","Singapore","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","98.02","E","Estimated value"
"QI","Production Indices","703","Slovakia","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","95.45","E","Estimated value"
"QI","Production Indices","705","Slovenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","86.01","E","Estimated value"
"QI","Production Indices","090","Solomon Islands","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","93.25","E","Estimated value"
"QI","Production Indices","706","Somalia","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","95.5","E","Estimated value"
"QI","Production Indices","710","South Africa","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","100.05","E","Estimated value"
"QI","Production Indices","728","South Sudan","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","106.5","E","Estimated value"
"QI","Production Indices","724","Spain","434","Gross per capita Production Index Number (2014-2016 = 100)","F1739","Vegetables and Fruit Primary","2017","2017","index","97.76","E","Estimated value"
